Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15606.0,60,17,5230.99,3,5,5,355,Loyal Customers
15607.0,336,9,1708.97,2,5,4,254,At Risk
15608.0,27,5,1785.98,4,4,4,444,Champions
15609.0,183,1,298.48,3,1,2,312,Need Attention
15610.0,51,1,112.46000000000001,4,1,1,411,Potential Loyalists
15611.0,9,26,2997.28,5,5,5,555,Champions
15612.0,35,2,195.15,4,2,1,421,Potential Loyalists
15613.0,609,1,433.71999999999997,1,1,2,112,Lost Customers
15614.0,437,4,3147.36,1,3,5,135,At Risk
15615.0,9,47,21373.97,5,5,5,555,Champions
15616.0,437,1,317.11,1,1,2,112,Lost Customers
15617.0,395,3,828.5500000000001,2,3,3,233,At Risk
15618.0,32,4,776.851,4,3,3,433,Loyal Customers
15619.0,10,1,336.40000000000003,5,1,2,512,Potential Loyalists
15620.0,56,4,1942.36,4,3,4,434,Loyal Customers
15621.0,3,4,1293.03,5,3,4,534,Loyal Customers
15622.0,42,17,7852.61,4,5,5,455,Champions
15623.0,140,8,2437.05,3,4,4,344,Loyal Customers
15624.0,116,4,588.13,3,3,2,332,Loyal Customers
15625.0,103,9,3236.4,3,5,5,355,Loyal Customers
15626.0,74,3,1067.52,3,3,3,333,Loyal Customers
15627.0,456,2,566.9,1,2,2,122,Lost Customers
15628.0,4,17,5333.08,5,5,5,555,Champions
15629.0,449,4,2240.9,1,3,4,134,At Risk
15630.0,44,3,1481.4,4,3,4,434,Loyal Customers
15631.0,641,1,596.67,1,1,2,112,Lost Customers
15632.0,15,8,3285.31,5,4,5,545,Champions
15633.0,508,13,4335.96,1,5,5,155,At Risk
15634.0,16,2,554.65,5,2,2,522,Potential Loyalists
15635.0,395,1,100.35,2,1,1,211,Lost Customers
15636.0,89,4,1444.58,3,3,4,334,Loyal Customers
15637.0,52,5,797.59,4,4,3,443,Loyal Customers
15638.0,378,6,2265.2,2,4,4,244,At Risk
15639.0,133,3,1065.08,3,3,3,333,Loyal Customers
15640.0,3,29,23494.31,5,5,5,555,Champions
15641.0,104,12,5345.55,3,5,5,355,Loyal Customers
15642.0,729,1,105.78000000000002,1,1,1,111,Lost Customers
15643.0,191,3,664.0,2,3,3,233,At Risk
15644.0,165,4,803.54,3,3,3,333,Loyal Customers
15645.0,18,3,1055.17,5,3,3,533,Loyal Customers
15646.0,157,5,784.8100000000001,3,4,3,343,Loyal Customers
15647.0,414,1,169.0,1,1,1,111,Lost Customers
15648.0,203,2,639.5,2,2,3,223,Lost Customers
15649.0,335,4,1660.35,2,3,4,234,At Risk
15650.0,521,2,553.88,1,2,2,122,Lost Customers
15651.0,36,5,1259.06,4,4,4,444,Champions
15652.0,90,5,1405.94,3,4,4,344,Loyal Customers
15653.0,92,2,877.4399999999999,3,2,3,323,Need Attention
15654.0,8,2,922.53,5,2,3,523,Potential Loyalists
15655.0,242,1,560.67,2,1,2,212,Lost Customers
15656.0,44,4,748.5,4,3,3,433,Loyal Customers
15657.0,22,1,30.0,4,1,1,411,Potential Loyalists
15658.0,189,8,2117.27,2,4,4,244,At Risk
15659.0,43,3,532.49,4,3,2,432,Loyal Customers
15660.0,24,15,2603.69,4,5,4,454,Champions
15661.0,316,8,1215.95,2,4,3,243,At Risk
15662.0,660,2,283.73,1,2,1,121,Lost Customers
15663.0,105,1,138.14,3,1,1,311,Need Attention
15664.0,50,4,1254.03,4,3,4,434,Loyal Customers
15665.0,167,5,3987.07,3,4,5,345,Loyal Customers
15666.0,471,2,632.9399999999999,1,2,3,123,Lost Customers
15667.0,39,1,301.32,4,1,2,412,Potential Loyalists
15668.0,217,1,76.32000000000001,2,1,1,211,Lost Customers
15669.0,39,4,684.34,4,3,3,433,Loyal Customers
15670.0,296,2,325.2,2,2,2,222,Lost Customers
15671.0,18,7,2657.13,5,4,4,544,Champions
15672.0,724,1,45.300000000000004,1,1,1,111,Lost Customers
15673.0,87,9,6204.32,3,5,5,355,Loyal Customers
15674.0,72,13,6948.2300000000005,3,5,5,355,Loyal Customers
15675.0,80,4,542.04,3,3,2,332,Loyal Customers
15676.0,18,3,3435.76,5,3,5,535,Loyal Customers
15677.0,48,3,1305.63,4,3,4,434,Loyal Customers
15678.0,52,3,1825.94,4,3,4,434,Loyal Customers
15679.0,23,4,781.28,4,3,3,433,Loyal Customers
15680.0,8,10,4028.69,5,5,5,555,Champions
15681.0,24,14,2989.7,4,5,5,455,Champions
15682.0,598,2,318.24,1,2,2,122,Lost Customers
15683.0,116,2,524.54,3,2,2,322,Need Attention
15684.0,546,3,173.95,1,3,1,131,At Risk
15685.0,449,1,55.980000000000004,1,1,1,111,Lost Customers
15686.0,419,1,90.0,1,1,1,111,Lost Customers
15687.0,8,9,2993.1,5,5,5,555,Champions
15688.0,418,1,190.57,1,1,1,111,Lost Customers
15689.0,119,3,521.03,3,3,2,332,Loyal Customers
15690.0,3,2,239.76,5,2,1,521,Potential Loyalists
15691.0,251,4,571.3,2,3,2,232,At Risk
15692.0,27,1,191.04,4,1,1,411,Potential Loyalists
15693.0,658,1,37.5,1,1,1,111,Lost Customers
15694.0,0,24,9978.48,5,5,5,555,Champions
15695.0,266,4,1131.04,2,3,3,233,At Risk
15696.0,32,13,3881.2200000000003,4,5,5,455,Champions
15697.0,689,1,246.75,1,1,1,111,Lost Customers
15698.0,623,1,46.2,1,1,1,111,Lost Customers
15699.0,17,1,309.65,5,1,2,512,Potential Loyalists
15700.0,171,2,696.68,3,2,3,323,Need Attention
15701.0,1,4,1529.0,5,3,4,534,Loyal Customers
15702.0,475,2,140.39000000000001,1,2,1,121,Lost Customers
15703.0,264,1,211.5,2,1,1,211,Lost Customers
15704.0,139,6,3734.6600000000003,3,4,5,345,Loyal Customers
15705.0,200,1,143.1,2,1,1,211,Lost Customers
15706.0,63,4,1060.56,3,3,3,333,Loyal Customers
15707.0,34,4,916.98,4,3,3,433,Loyal Customers
15708.0,40,9,3887.15,4,5,5,455,Champions
15709.0,283,2,327.85,2,2,2,222,Lost Customers
15710.0,416,1,898.87,1,1,3,113,Lost Customers
15711.0,556,2,420.25,1,2,2,122,Lost Customers
15712.0,8,12,3472.4100000000003,5,5,5,555,Champions
15713.0,142,4,839.64,3,3,3,333,Loyal Customers
15714.0,11,5,783.96,5,4,3,543,Loyal Customers
15715.0,555,5,658.02,1,4,3,143,At Risk
15716.0,145,11,2485.26,3,5,4,354,Loyal Customers
15717.0,233,5,607.0,2,4,2,242,At Risk
15718.0,539,1,293.79,1,1,2,112,Lost Customers
15719.0,32,31,10195.97,4,5,5,455,Champions
15720.0,23,2,739.22,4,2,3,423,Potential Loyalists
15721.0,11,1,471.40000000000003,5,1,2,512,Potential Loyalists
15722.0,35,11,5234.0,4,5,5,455,Champions
15723.0,364,4,930.7,2,3,3,233,At Risk
15724.0,200,3,310.85,2,3,2,232,At Risk
15725.0,14,1,415.25,5,1,2,512,Potential Loyalists
15726.0,389,1,321.91,2,1,2,212,Lost Customers
15727.0,16,15,9371.71,5,5,5,555,Champions
15728.0,379,2,544.6,2,2,2,222,Lost Customers
15729.0,212,3,192.55,2,3,1,231,At Risk
15730.0,65,5,1726.58,3,4,4,344,Loyal Customers
15731.0,553,1,125.3,1,1,1,111,Lost Customers
15732.0,211,10,1543.97,2,5,4,254,At Risk
15733.0,282,1,162.3,2,1,1,211,Lost Customers
15734.0,114,4,2263.3,3,3,4,334,Loyal Customers
15735.0,420,1,327.68,1,1,2,112,Lost Customers
15736.0,434,2,1767.12,1,2,4,124,Lost Customers
15737.0,14,8,1188.1200000000001,5,4,3,543,Loyal Customers
15738.0,18,41,13043.32,5,5,5,555,Champions
15739.0,65,1,449.12,3,1,2,312,Need Attention
15740.0,48,1,154.88,4,1,1,411,Potential Loyalists
15741.0,457,2,208.62,1,2,1,121,Lost Customers
15742.0,618,1,156.87,1,1,1,111,Lost Customers
15743.0,15,4,775.96,5,3,3,533,Loyal Customers
15744.0,77,1,34.8,3,1,1,311,Need Attention
15745.0,18,4,1094.59,5,3,3,533,Loyal Customers
15746.0,133,1,196.88,3,1,1,311,Need Attention
15747.0,12,9,2499.81,5,5,4,554,Champions
15748.0,39,3,609.8100000000001,4,3,3,433,Loyal Customers
15749.0,234,3,44534.3,2,3,5,235,At Risk
15750.0,2,18,6452.991,5,5,5,555,Champions
15751.0,460,11,1380.44,1,5,4,154,At Risk
15752.0,39,9,3924.91,4,5,5,455,Champions
15753.0,304,1,79.2,2,1,1,211,Lost Customers
15754.0,50,9,3037.61,4,5,5,455,Champions
15755.0,9,17,5993.12,5,5,5,555,Champions
15756.0,60,4,528.01,3,3,2,332,Loyal Customers
15757.0,65,6,2940.36,3,4,5,345,Loyal Customers
15758.0,24,1,205.25,4,1,1,411,Potential Loyalists
15759.0,217,7,830.9300000000001,2,4,3,243,At Risk
15760.0,630,2,13916.34,1,2,5,125,Lost Customers
15761.0,442,1,143.05,1,1,1,111,Lost Customers
15762.0,64,2,583.75,3,2,2,322,Need Attention
15763.0,31,2,1086.92,4,2,3,423,Potential Loyalists
15764.0,87,8,4503.08,3,4,5,345,Loyal Customers
15765.0,666,1,370.63,1,1,2,112,Lost Customers
15766.0,63,3,831.06,3,3,3,333,Loyal Customers
15768.0,115,34,15308.89,3,5,5,355,Loyal Customers
15769.0,6,46,88612.52,5,5,5,555,Champions
15770.0,612,1,321.45,1,1,2,112,Lost Customers
15771.0,603,3,1006.54,1,3,3,133,At Risk
15772.0,417,1,280.88,1,1,1,111,Lost Customers
15773.0,5,2,774.52,5,2,3,523,Potential Loyalists
15774.0,68,6,1288.34,3,4,4,344,Loyal Customers
15775.0,244,2,150.5,2,2,1,221,Lost Customers
15776.0,132,1,241.62,3,1,1,311,Need Attention
15777.0,240,7,1762.61,2,4,4,244,At Risk
15778.0,430,1,307.95,1,1,2,112,Lost Customers
15779.0,462,2,124.08000000000001,1,2,1,121,Lost Customers
15780.0,183,3,475.28000000000003,3,3,2,332,Loyal Customers
15781.0,24,3,345.46,4,3,2,432,Loyal Customers
15782.0,9,4,4014.1,5,3,5,535,Loyal Customers
15783.0,10,1,246.3,5,1,1,511,Potential Loyalists
15784.0,467,2,848.3299999999999,1,2,3,123,Lost Customers
15785.0,32,16,5969.93,4,5,5,455,Champions
15786.0,45,5,8501.62,4,4,5,445,Champions
15787.0,25,3,933.26,4,3,3,433,Loyal Customers
15788.0,508,1,221.82999999999998,1,1,1,111,Lost Customers
15789.0,357,6,1962.01,2,4,4,244,At Risk
15790.0,9,1,218.75,5,1,1,511,Potential Loyalists
15791.0,43,5,3608.34,4,4,5,445,Champions
15792.0,399,2,933.84,2,2,3,223,Lost Customers
15793.0,14,8,2399.57,5,4,4,544,Champions
15794.0,735,2,777.0,1,2,3,123,Lost Customers
15795.0,149,8,1979.8700000000001,3,4,4,344,Loyal Customers
15796.0,0,17,5171.63,5,5,5,555,Champions
15797.0,112,6,2821.08,3,4,4,344,Loyal Customers
15798.0,492,3,1535.37,1,3,4,134,At Risk
15799.0,75,4,1421.34,3,3,4,334,Loyal Customers
15800.0,106,7,1227.07,3,4,4,344,Loyal Customers
15801.0,45,3,1063.95,4,3,3,433,Loyal Customers
15802.0,142,1,451.42,3,1,2,312,Need Attention
15803.0,50,4,1929.66,4,3,4,434,Loyal Customers
15804.0,0,13,4206.39,5,5,5,555,Champions
15805.0,22,30,10148.93,4,5,5,455,Champions
15806.0,45,3,784.58,4,3,3,433,Loyal Customers
15807.0,49,5,1817.52,4,4,4,444,Champions
15808.0,305,21,17180.25,2,5,5,255,At Risk
15809.0,35,7,1274.44,4,4,4,444,Champions
15810.0,78,8,2999.04,3,4,5,345,Loyal Customers
15811.0,21,7,3486.15,4,4,5,445,Champions
15812.0,106,12,5201.47,3,5,5,355,Loyal Customers
15813.0,207,2,1303.9099999999999,2,2,4,224,Lost Customers
15814.0,16,6,2634.44,5,4,4,544,Champions
15815.0,63,5,2100.6,3,4,4,344,Loyal Customers
15816.0,541,2,144.14999999999998,1,2,1,121,Lost Customers
15817.0,420,3,2766.4,1,3,4,134,At Risk
15818.0,587,1,340.5,1,1,2,112,Lost Customers
15819.0,48,10,3934.79,4,5,5,455,Champions
15820.0,319,1,206.98,2,1,1,211,Lost Customers
15821.0,43,2,570.96,4,2,2,422,Potential Loyalists
15822.0,2,6,1840.06,5,4,4,544,Champions
15823.0,371,3,3882.17,2,3,5,235,At Risk
15824.0,452,2,890.94,1,2,3,123,Lost Customers
15825.0,171,1,532.94,3,1,2,312,Need Attention
15826.0,55,4,2598.28,4,3,4,434,Loyal Customers
15827.0,72,28,3603.14,3,5,5,355,Loyal Customers
15828.0,374,1,1108.82,2,1,3,213,Lost Customers
15829.0,98,2,636.14,3,2,3,323,Need Attention
15830.0,37,1,576.0,4,1,2,412,Potential Loyalists
15831.0,57,3,794.64,4,3,3,433,Loyal Customers
15832.0,253,1,836.79,2,1,3,213,Lost Customers
15833.0,737,1,80.4,1,1,1,111,Lost Customers
15834.0,69,7,3764.39,3,4,5,345,Loyal Customers
15835.0,43,4,954.09,4,3,3,433,Loyal Customers
15836.0,49,1,137.37,4,1,1,411,Potential Loyalists
15837.0,64,2,777.01,3,2,3,323,Need Attention
15838.0,10,34,73205.5,5,5,5,555,Champions
15839.0,32,3,1048.49,4,3,3,433,Loyal Customers
15840.0,58,2,355.56,4,2,2,422,Potential Loyalists
15841.0,72,9,2742.41,3,5,4,354,Loyal Customers
15842.0,392,2,548.8,2,2,2,222,Lost Customers
15843.0,303,1,118.95000000000002,2,1,1,211,Lost Customers
15844.0,45,1,130.73999999999998,4,1,1,411,Potential Loyalists
15845.0,17,11,4426.28,5,5,5,555,Champions
15846.0,384,1,107.01,2,1,1,211,Lost Customers
15847.0,37,5,822.57,4,4,3,443,Loyal Customers
15848.0,621,1,137.99,1,1,1,111,Lost Customers
15850.0,18,6,1006.75,5,4,3,543,Loyal Customers
15851.0,526,1,109.73,1,1,1,111,Lost Customers
15852.0,186,3,257.26,3,3,1,331,Loyal Customers
15853.0,51,1,110.8,4,1,1,411,Potential Loyalists
15854.0,3,21,5578.28,5,5,5,555,Champions
15855.0,136,6,1052.72,3,4,3,343,Loyal Customers
15856.0,3,52,32275.95,5,5,5,555,Champions
15857.0,18,2,570.48,5,2,2,522,Potential Loyalists
15858.0,15,13,3552.41,5,5,5,555,Champions
15859.0,431,1,438.46,1,1,2,112,Lost Customers
15860.0,40,17,2361.3,4,5,4,454,Champions
15861.0,11,12,4369.2,5,5,5,555,Champions
15862.0,7,13,2512.29,5,5,4,554,Champions
15863.0,25,5,355.1,4,4,2,442,Loyal Customers
15864.0,21,7,2180.76,4,4,4,444,Champions
15865.0,40,5,2241.42,4,4,4,444,Champions
15866.0,100,1,211.89,3,1,1,311,Need Attention
15867.0,4,31,8923.3,5,5,5,555,Champions
15868.0,582,1,94.53,1,1,1,111,Lost Customers
15869.0,276,3,321.11,2,3,2,232,At Risk
15870.0,32,4,857.46,4,3,3,433,Loyal Customers
15871.0,436,1,33.099999999999994,1,1,1,111,Lost Customers
15872.0,14,4,729.25,5,3,3,533,Loyal Customers
15873.0,499,4,313.91999999999996,1,3,2,132,At Risk
15874.0,63,21,11284.76,3,5,5,355,Loyal Customers
15875.0,645,1,108.52,1,1,1,111,Lost Customers
15876.0,408,2,1449.1399999999999,2,2,4,224,Lost Customers
15877.0,1,2,490.33,5,2,2,522,Potential Loyalists
15878.0,561,2,330.77,1,2,2,122,Lost Customers
15879.0,403,4,1137.8,2,3,3,233,At Risk
15880.0,368,1,329.03000000000003,2,1,2,212,Lost Customers
15881.0,311,5,501.39000000000004,2,4,2,242,At Risk
15882.0,198,8,1124.66,2,4,3,243,At Risk
15883.0,1,2,396.48,5,2,2,522,Potential Loyalists
15884.0,431,2,244.60000000000002,1,2,1,121,Lost Customers
15885.0,92,15,1951.82,3,5,4,354,Loyal Customers
15886.0,59,4,1052.8700000000001,3,3,3,333,Loyal Customers
15887.0,406,3,1027.15,2,3,3,233,At Risk
15888.0,80,3,429.16,3,3,2,332,Loyal Customers
15889.0,156,8,1427.6,3,4,4,344,Loyal Customers
15890.0,394,5,535.65,2,4,2,242,At Risk
15891.0,226,1,511.68,2,1,2,212,Lost Customers
15892.0,668,1,128.2,1,1,1,111,Lost Customers
15893.0,481,1,305.28000000000003,1,1,2,112,Lost Customers
15894.0,252,2,258.25,2,2,1,221,Lost Customers
15895.0,149,1,179.17,3,1,1,311,Need Attention
15897.0,193,2,208.59,2,2,1,221,Lost Customers
15898.0,0,25,4996.45,5,5,5,555,Champions
15899.0,368,1,56.25,2,1,1,211,Lost Customers
15900.0,23,4,886.5699999999999,4,3,3,433,Loyal Customers
15901.0,16,7,687.72,5,4,3,543,Loyal Customers
15902.0,379,1,145.01,2,1,1,211,Lost Customers
15903.0,9,12,8939.84,5,5,5,555,Champions
15904.0,7,1,164.68,5,1,1,511,Potential Loyalists
15905.0,542,1,114.69,1,1,1,111,Lost Customers
15906.0,19,10,2530.19,4,5,4,454,Champions
15907.0,3,3,882.72,5,3,3,533,Loyal Customers
15908.0,490,2,758.62,1,2,3,123,Lost Customers
15909.0,173,1,191.94,3,1,1,311,Need Attention
15910.0,0,15,2661.17,5,5,4,554,Champions
15911.0,623,8,1700.24,1,4,4,144,At Risk
15912.0,177,9,1074.7,3,5,3,353,Loyal Customers
15913.0,533,1,6.300000000000001,1,1,1,111,Lost Customers
15914.0,377,2,205.99,2,2,1,221,Lost Customers
15915.0,401,1,364.45,2,1,2,212,Lost Customers
15916.0,15,13,3145.2400000000002,5,5,5,555,Champions
15917.0,247,5,530.17,2,4,2,242,At Risk
15918.0,190,3,582.88,2,3,2,232,At Risk
15919.0,19,2,525.69,4,2,2,422,Potential Loyalists
15920.0,153,9,569.14,3,5,2,352,Loyal Customers
15921.0,172,4,775.26,3,3,3,333,Loyal Customers
15922.0,372,1,369.5,2,1,2,212,Lost Customers
15923.0,372,1,127.08,2,1,1,211,Lost Customers
15924.0,730,1,102.82,1,1,1,111,Lost Customers
15925.0,193,1,207.15,2,1,1,211,Lost Customers
15926.0,541,1,134.44,1,1,1,111,Lost Customers
15927.0,646,1,106.54,1,1,1,111,Lost Customers
15928.0,655,1,293.53,1,1,2,112,Lost Customers
15929.0,643,1,594.0,1,1,2,112,Lost Customers
15930.0,66,1,426.63,3,1,2,312,Need Attention
15931.0,427,1,239.9,1,1,1,111,Lost Customers
15932.0,3,8,2495.87,5,4,4,544,Champions
15933.0,20,3,1107.46,4,3,3,433,Loyal Customers
15934.0,417,2,2190.66,1,2,4,124,Lost Customers
15935.0,238,2,416.86,2,2,2,222,Lost Customers
15936.0,378,2,282.79,2,2,1,221,Lost Customers
15937.0,63,1,145.35,3,1,1,311,Need Attention
15938.0,111,9,734.81,3,5,3,353,Loyal Customers
15939.0,89,16,9060.39,3,5,5,355,Loyal Customers
15940.0,310,1,35.8,2,1,1,211,Lost Customers
15941.0,636,1,405.0,1,1,2,112,Lost Customers
15942.0,133,1,337.44,3,1,2,312,Need Attention
15943.0,649,2,271.28999999999996,1,2,1,121,Lost Customers
15944.0,276,4,2164.24,2,3,4,234,At Risk
15945.0,364,4,646.27,2,4,3,243,At Risk
15946.0,502,3,2304.18,1,3,4,134,At Risk
15947.0,82,1,1708.24,3,1,4,314,Need Attention
15948.0,7,3,1509.0900000000001,5,3,4,534,Loyal Customers
15949.0,16,2,364.72,5,2,2,522,Potential Loyalists
15950.0,31,10,7120.91,4,5,5,455,Champions
15951.0,8,3,1013.17,5,3,3,533,Loyal Customers
15952.0,33,4,781.91,4,4,3,443,Loyal Customers
15953.0,14,18,3440.3399999999997,5,5,5,555,Champions
15954.0,588,1,190.75,1,1,1,111,Lost Customers
15955.0,23,22,8085.9800000000005,4,5,5,455,Champions
15956.0,550,2,617.6,1,2,3,123,Lost Customers
15957.0,31,3,921.25,4,3,3,433,Loyal Customers
15958.0,73,4,462.12,3,4,2,342,Loyal Customers
15959.0,681,3,542.89,1,3,2,132,At Risk
15960.0,373,4,410.95,2,4,2,242,At Risk
15961.0,378,1,451.28999999999996,2,1,2,212,Lost Customers
15962.0,448,1,289.48,1,1,2,112,Lost Customers
15963.0,19,2,470.76,4,2,2,422,Potential Loyalists
15964.0,662,1,269.21000000000004,1,1,1,111,Lost Customers
15965.0,16,13,2771.94,5,5,4,554,Champions
15966.0,450,1,426.53000000000003,1,1,2,112,Lost Customers
15967.0,22,12,2966.0,4,5,5,455,Champions
15968.0,387,1,404.55,2,1,2,212,Lost Customers
15969.0,2,5,1127.05,5,4,3,543,Loyal Customers
15970.0,303,2,1017.32,2,2,3,223,Lost Customers
15971.0,17,18,5902.83,5,5,5,555,Champions
15972.0,455,5,1769.33,1,4,4,144,At Risk
15973.0,366,3,680.62,2,3,3,233,At Risk
15974.0,38,7,3442.15,4,4,5,445,Champions
15975.0,83,1,371.01,3,1,2,312,Need Attention
15976.0,164,6,1694.41,3,4,4,344,Loyal Customers
15977.0,16,2,1054.73,5,2,3,523,Potential Loyalists
15978.0,76,3,3279.42,3,3,5,335,Loyal Customers
15979.0,602,1,329.22,1,1,2,112,Lost Customers
15980.0,88,7,6543.68,3,4,5,345,Loyal Customers
15981.0,24,21,9362.77,4,5,5,455,Champions
15982.0,604,1,324.51,1,1,2,112,Lost Customers
15983.0,21,8,3110.37,4,4,5,445,Champions
15984.0,2,30,8393.02,5,5,5,555,Champions
15985.0,122,7,2715.28,3,4,4,344,Loyal Customers
15986.0,29,2,354.42,4,2,2,422,Potential Loyalists
15987.0,11,8,1535.99,5,4,4,544,Champions
15988.0,18,3,738.89,5,3,3,533,Loyal Customers
15989.0,375,2,368.31,2,2,2,222,Lost Customers
15990.0,43,7,1997.75,4,4,4,444,Champions
15991.0,533,1,150.55,1,1,1,111,Lost Customers
15992.0,3,3,896.6,5,3,3,533,Loyal Customers
15993.0,8,7,2777.67,5,4,4,544,Champions
15994.0,54,3,1175.68,4,3,3,433,Loyal Customers
15995.0,413,1,694.54,1,1,3,113,Lost Customers
15996.0,87,7,1386.4,3,4,4,344,Loyal Customers
15998.0,36,16,8274.14,4,5,5,455,Champions
15999.0,735,1,20.4,1,1,1,111,Lost Customers
16000.0,2,3,12393.7,5,3,5,535,Loyal Customers
16001.0,380,1,583.39,2,1,2,212,Lost Customers
16002.0,624,1,169.21,1,1,1,111,Lost Customers
16003.0,29,10,5613.83,4,5,5,455,Champions
16004.0,474,5,2146.39,1,4,4,144,At Risk
16005.0,11,10,2365.4900000000002,5,5,4,554,Champions
16006.0,210,2,332.82,2,2,2,222,Lost Customers
16007.0,47,7,3053.06,4,4,5,445,Champions
16008.0,23,15,5339.13,4,5,5,455,Champions
16009.0,21,4,972.11,4,4,3,443,Loyal Customers
16010.0,245,11,1694.86,2,5,4,254,At Risk
16011.0,7,29,5601.01,5,5,5,555,Champions
16012.0,34,5,2978.59,4,4,5,445,Champions
16013.0,3,84,56078.44,5,5,5,555,Champions
16014.0,37,5,1100.28,4,4,3,443,Loyal Customers
16015.0,3,3,704.55,5,3,3,533,Loyal Customers
16016.0,2,11,2083.4,5,5,4,554,Champions
16017.0,46,5,1545.58,4,4,4,444,Champions
16018.0,38,4,698.13,4,4,3,443,Loyal Customers
16019.0,46,27,17329.16,4,5,5,455,Champions
16020.0,16,3,851.01,5,3,3,533,Loyal Customers
16021.0,394,2,487.03,2,2,2,222,Lost Customers
16022.0,259,1,602.63,2,1,2,212,Lost Customers
16023.0,45,3,719.81,4,3,3,433,Loyal Customers
16024.0,11,3,483.99,5,3,2,532,Loyal Customers
16025.0,29,1,439.65999999999997,4,1,2,412,Potential Loyalists
16026.0,42,1,236.09,4,1,1,411,Potential Loyalists
16027.0,91,15,2048.36,3,5,4,354,Loyal Customers
16028.0,595,1,82.2,1,1,1,111,Lost Customers
16029.0,38,107,117763.62,4,5,5,455,Champions
16030.0,309,1,331.24,2,1,2,212,Lost Customers
16031.0,91,2,547.9,3,2,2,322,Need Attention
16032.0,455,6,1965.72,1,4,4,144,At Risk
16033.0,5,27,10608.81,5,5,5,555,Champions
16034.0,195,6,911.3199999999999,2,4,3,243,At Risk
16035.0,559,1,217.73,1,1,1,111,Lost Customers
16036.0,86,4,2556.84,3,4,4,344,Loyal Customers
16037.0,269,5,1509.34,2,4,4,244,At Risk
16038.0,7,3,471.78000000000003,5,3,2,532,Loyal Customers
16039.0,423,2,456.4,1,2,2,122,Lost Customers
16040.0,64,7,2416.9,3,4,4,344,Loyal Customers
16041.0,30,3,3166.4,4,3,5,435,Loyal Customers
16042.0,21,8,2245.32,4,4,4,444,Champions
16043.0,37,8,1856.5900000000001,4,4,4,444,Champions
16044.0,434,1,340.84000000000003,1,1,2,112,Lost Customers
16045.0,119,8,3434.9300000000003,3,4,5,345,Loyal Customers
16046.0,561,1,235.78,1,1,1,111,Lost Customers
16047.0,681,1,107.14,1,1,1,111,Lost Customers
16048.0,372,4,818.7900000000001,2,4,3,243,At Risk
16049.0,39,6,1852.15,4,4,4,444,Champions
16050.0,173,3,300.7,3,3,2,332,Loyal Customers
16051.0,681,1,188.44,1,1,1,111,Lost Customers
16052.0,53,1,362.06,4,1,2,412,Potential Loyalists
16053.0,32,6,3634.84,4,4,5,445,Champions
16054.0,144,4,2111.88,3,4,4,344,Loyal Customers
16055.0,220,1,134.8,2,1,1,211,Lost Customers
16056.0,44,1,650.75,4,1,3,413,Potential Loyalists
16057.0,15,10,3854.85,5,5,5,555,Champions
16058.0,405,1,62.7,2,1,1,211,Lost Customers
16059.0,65,12,3053.57,3,5,5,355,Loyal Customers
16060.0,400,3,541.95,2,3,2,232,At Risk
16061.0,430,1,89.65,1,1,1,111,Lost Customers
16062.0,9,8,2863.45,5,5,4,554,Champions
16063.0,259,1,335.32,2,1,2,212,Lost Customers
16064.0,724,1,109.31,1,1,1,111,Lost Customers
16065.0,364,8,1992.13,2,5,4,254,At Risk
16066.0,16,5,1521.04,5,4,4,544,Champions
16067.0,562,3,3269.11,1,3,5,135,At Risk
16068.0,593,1,115.73,1,1,1,111,Lost Customers
16069.0,417,1,457.7,1,1,2,112,Lost Customers
16070.0,21,2,852.15,4,2,3,423,Potential Loyalists
16071.0,44,4,1076.8,4,4,3,443,Loyal Customers
16072.0,287,4,4180.09,2,4,5,245,At Risk
16073.0,296,1,122.39999999999999,2,1,1,211,Lost Customers
16074.0,389,1,252.5,2,1,1,211,Lost Customers
16075.0,502,2,736.9300000000001,1,2,3,123,Lost Customers
16076.0,2,10,2234.73,5,5,4,554,Champions
16077.0,625,1,2300.4,1,1,4,114,Lost Customers
16078.0,283,2,362.99,2,2,2,222,Lost Customers
16079.0,16,3,1352.0,5,3,4,534,Loyal Customers
16080.0,81,4,602.5600000000001,3,4,2,342,Loyal Customers
16081.0,55,8,4278.96,4,5,5,455,Champions
16082.0,669,1,106.75,1,1,1,111,Lost Customers
16083.0,100,4,2351.42,3,4,4,344,Loyal Customers
16084.0,298,1,436.18,2,1,2,212,Lost Customers
16085.0,22,12,2341.03,4,5,4,454,Champions
16086.0,58,10,2687.73,4,5,4,454,Champions
16087.0,388,5,1739.92,2,4,4,244,At Risk
16088.0,575,2,1437.43,1,2,4,124,Lost Customers
16089.0,385,2,263.49,2,2,1,221,Lost Customers
16090.0,623,1,180.56,1,1,1,111,Lost Customers
16091.0,154,2,315.06,3,2,2,322,Need Attention
16092.0,114,6,1587.94,3,4,4,344,Loyal Customers
16093.0,106,1,17.0,3,1,1,311,Need Attention
16094.0,11,11,3695.56,5,5,5,555,Champions
16095.0,455,1,447.05,1,1,2,112,Lost Customers
16096.0,263,4,1584.97,2,4,4,244,At Risk
16097.0,239,1,185.04999999999998,2,1,1,211,Lost Customers
16098.0,87,14,4010.7,3,5,5,355,Loyal Customers
16099.0,49,7,1573.2,4,4,4,444,Champions
